user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
coinOK,,Now part of the Dogecoin community.,2013-12-05 23:34:07,9798.0,3337,193,False,2021-02-10 22:01:43,1 BTC Price: Bitstamp 45042.11 USD Coinbase  USD #btc #bitcoin 2021-02-10 17:01 https://t.co/UTUR9Ynjti,"['btc', 'bitcoin']",CoinTweety,false
Colin Robinson 🧛‍♂️,"Staten Island, NY","Satoshi Vampire.  #gemhunter #wsb
#uniswap #DeFi 
           
          
                                
     
https://t.co/Vt3kpN1ikp",2019-02-01 02:28:51,1598.0,5006,12445,False,2021-02-10 22:01:25,"@Coinwise_QvQ @Adouble212 $KOBE  🚀

#YieldFarming
max supply 54m

Trade here https://t.co/57VTDuAUXY

#DeFi… https://t.co/YN8MspFbTk","['YieldFarming', 'DeFi']",Twitter for Android,false
PricklyPlush,,In the process of making the world a better place. Day 1 (3) 5555 Club Member.,2020-07-31 03:50:11,120.0,41,221,False,2021-02-10 22:01:12,"@THEAnnette 1/2 Been holding #BTC for years #cryptotwitter?

Imagine all those years you held tight to that… https://t.co/ePUNwJAt5v","['BTC', 'cryptotwitter']",Twitter Web App,false
Seekinganswers,,The seeker becomes the finder.,2020-05-19 21:38:53,17.0,475,301,False,2021-02-10 22:00:55,@f2pool_official i see what your doin and so can everyone else #CryptoNews #blockchain #BTC #InCryptoWeTrust #Bitcoin #ETH #dogearmy,"['CryptoNews', 'blockchain', 'BTC', 'InCryptoWeTrust', 'Bitcoin', 'ETH', 'dogearmy']",Twitter for Android,false
Team42 Crypto,United Kingdom,"@bitcoin & Crypto trader in the industry since 2014, offering 121 trading advice & services. if you need support, we are here to assist with anything you need.",2020-08-14 09:16:26,161.0,23,62,False,2021-02-10 22:00:45,#Hoskinson sparks rumours of #Apple and #Oracle #Partnership which would fit nicely into the #AppleIOS #ecosystem a… https://t.co/y7lmvUEVjN,"['Hoskinson', 'Apple', 'Oracle', 'Partnership', 'AppleIOS', 'ecosystem']",Twitter for iPhone,false
anacott33,NYC,Aeris Capital - AEV,2011-03-23 12:43:11,457.0,1679,1810,False,2021-02-10 22:00:35,"Mastercard Will Let Merchants Accept Payments in Crypto This Year

https://t.co/X63TFojkd4
 
#btc #bitcoin #usd https://t.co/Ve7sGR13Gn","['btc', 'bitcoin', 'usd']",TweetDeck,false
Coinstats,Blockchain,Stats every hour of the top 10 crypto currencies,2016-04-30 15:47:58,3508.0,0,0,False,2021-02-10 22:00:05,"Bitcoin - BTC
Price: $44,899.88
Change in 1h: -0.60451676%
Market cap: $836,273,188,500.08
Ranking: 1
#Bitcoin #BTC","['Bitcoin', 'BTC']",CoinStats,false
Kur Ne Oldu,Turkey,"Günlük Döviz Kurları /

Daily Currency Exchange Rates",2019-02-11 08:43:21,4154.0,76,45,False,2021-02-10 22:00:02,"⏰ 01:00
₿ Bitcoin = 44.998,6093 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurNeOldu,false
Crypto Trader,,Bot to stream crypto (mostly BTC) info and flag a few traditional TA triggers. BTC/BCC tips: 14pNtiA3KLnAYBXrRtkRcESpVonQd65qqx,2017-09-09 04:26:15,1094.0,161,59,False,2021-02-10 22:00:02,"Bitcoin: $44,988.42
 -4.78% (-$2258.19)
High: $47,300
Low: $43,766
Volume: 715

$BTC #BTC #bitcoin","['BTC', 'bitcoin']",CryptoTradeBot2,false
Kur Kaç Oldu?,,"Günlük Döviz Kurları /

Daily Currency Exchange Rates

Eski hesap: 
@kurneoldu",2016-08-14 08:28:42,2158.0,1,3,False,2021-02-10 22:00:02,"⏰ 01:00
₿ Bitcoin = 44.998,6093 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurKacOldu,false
PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 22:00:02,"Market Id : BTC-AUD
Last Price :58500
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58420.01
Best Ask : 58500
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,false
Password Coach,"Sydney, New South Wales",#cybersecurity micro #training for a safer web. Hit FOLLOW to learn each day in bite-sized chunks. #Privacy #security #free #home. RTs appreciated ⭐️⭐️⭐️⭐️⭐️,2016-10-18 03:03:29,2109.0,3429,140,False,2021-02-10 21:59:59,BINGO! We just converted a pattern to one or more secure and disconnected passwords. This is how to secure your wal… https://t.co/QvwqiZ7pNM,,CoSchedule,false
Joseph Berlin,"Vero Beach, FL",Bimmer fan,2020-06-05 11:58:16,6.0,112,60,False,2021-02-10 21:59:41,"Bitcoin Black v Bitcoin. Get FREE coins ($36 value)! https://t.co/8lIr2Q63kf 

#btc #Bitcoin #cryptocurrency #altcoin #ALTSEASON #Airdrop","['btc', 'Bitcoin', 'cryptocurrency', 'altcoin', 'ALTSEASON', 'Airdrop']",Twitter Web App,false
Vandelay ₿TC Industries,,"#Bitcoin (#BTC) and #TSLA are now unstoppable. #LindyEffect.
“The shorts were angry that day my friends, like an old man trying to return soup at a deli.”",2010-08-08 03:54:35,867.0,899,2659,False,2021-02-10 21:59:02,"@Fiona365andmore @maxkeiser @ecb Immoral thievery. 
But people are so conditioned to accept propaganda as normality… https://t.co/ZMpjM0bs6A",,Twitter Web App,false
ɮʊɢֆȶʀǟք,Indonesia,"𝙎𝙡𝙚𝙚𝙥 𝙇𝙚𝙨𝙨 𝘼𝙧𝙢𝙮 - 𝙋𝙖𝙨𝙪𝙠𝙖𝙣 𝙅𝙖𝙧𝙖𝙣𝙜 𝙏𝙞𝙙𝙪𝙧
Any kind of Promotion, Kindly DM or PM.
TG : https://t.co/017eVocPIa or https://t.co/QTIEgTkbem",2019-03-02 10:20:54,189.0,560,1872,False,2021-02-10 21:58:37,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/3a63MH0tvV,,Twitter Web App,false
ehsan,In your heart♥️,"Interested in cryptocurrency💵📈📉, sharing content related to #Giveaway and #AirDrop & #News !! Thank you for following me 😘♥️🔁🔂",2019-11-03 20:24:18,3092.0,3550,25475,False,2021-02-10 21:58:29,"faucet free #bitcoin 
every 10 minutes

you can buy faucet box #BTC or #Ethereum  and earn $100 every hour… https://t.co/P86YcUZz8C","['bitcoin', 'BTC', 'Ethereum']",Twitter for Android,false
AmazonCoin.io,Jungle,"👉 https://t.co/U0GNQ7fs9m Amazon DeFi, Nature DeFi 🌱🌿🌳 #amazoncoin",2017-11-15 14:44:48,1036.0,0,8,False,2021-02-10 21:58:03,"https://t.co/gJjWvcDcH7 💯
https://t.co/Ch3mVOzSJE 💯

🤑🚀🌱👉 https://t.co/GydSZXKIno

#AmazonCoin $AMA #amazon #pay… https://t.co/tmXdmKahmn","['AmazonCoin', 'amazon', 'pay']",Twitter for Android,false
BeSmart 🇬🇧 🌊🌊🌊,"London, England","“Glorify the peacemaker holding the pen not the warrior holding the sword"" #BTC #Bitcoin",2011-02-08 14:37:47,1525.0,3432,30342,False,2021-02-10 21:57:22,Blue Ridge Bank Shares Halted by NYSE After Bitcoin ATM Announcement | Nasdaq #BlueRidgeBank #btc #bitcoin  https://t.co/8ICOmFAKFk,"['BlueRidgeBank', 'btc', 'bitcoin']",Twitter for iPhone,false
Miss Grimm ツ, Zimbabwe City,,2020-10-02 09:28:41,1.0,10,0,False,2021-02-10 21:56:44,"#World's Leading #Cloud  #Mining ! 
New user get 3 TH/S (#BTC ) #Hash Rate For #Free! #earnmoney #Bitcoin #Ethereum… https://t.co/pvvWrEuxlL","['World', 'Cloud', 'Mining', 'BTC', 'Hash', 'Free', 'earnmoney', 'Bitcoin', 'Ethereum']",Twitter Web App,false
Stizn the G.O.A.T,Somewhere on Earth,"#Bitcoin is the most important invention after the internet. I love Defi and Innovation.                                              
Trader @ IM Academy • NY",2019-05-05 09:55:59,542.0,20,6283,False,2021-02-10 21:56:23,"@Geertjancap In simple terms, you mean to say that the next halving will shoot the price of #bitcoin to its next AT… https://t.co/xBVXgO6uHU",['bitcoin'],Twitter for Android,false
Elrond Hodler,The moon,"hodling EGLD is my life purpose #egld to get $10 cashback in $egld when purchasing $egld through the app, click the link below :",2018-03-12 23:15:00,60.0,320,43,False,2021-02-10 21:56:20,Consolidation is healthy if you can't handle a 10/20% correction you shouldn't be in the crypyoscpace 🌕 $egld #EGLD… https://t.co/fDhA4yERuG,['EGLD'],Twitter for iPhone,false
the Only Style ツ,the2City's,,2020-09-17 16:35:13,16.0,458,100,False,2021-02-10 21:55:49,"#World's Leading #Cloud  #Mining ! 
New user get 3 TH/S (#BTC ) #Hash Rate For #Free! #earnmoney #Bitcoin #Ethereum… https://t.co/xi74GrB9pF","['World', 'Cloud', 'Mining', 'BTC', 'Hash', 'Free', 'earnmoney', 'Bitcoin', 'Ethereum']",Twitter Web App,false
Mark Hennig,Germany,"#crypto analyst, #bitcoin since 2013, #defi, #IOT, certified IT trainer & consultant for #SAP software
Tweets not investment advice.",2009-06-18 19:33:59,773.0,762,20279,False,2021-02-10 21:55:49,"In First For Commercial #Bank, Blue Ridge ATMs Are Now Selling #Bitcoin  #btc https://t.co/PuAhtdrvCu","['Bank', 'Bitcoin', 'btc']",Twitter Web App,false
Remi_BTC,Norway,"Grinding FTX and alts daily. Sign up for 5% off FTX trading fees below. 
👇 😎  
Non-US Users: https://t.co/pht02rS9JW 
US Users: https://t.co/yz306dcNjC",2017-12-21 10:38:50,5255.0,204,3767,False,2021-02-10 21:55:27,"@Bloqport Buying more #Bitcoin and #DeFi alts ASAP 👇 

#BTC #Binance #Chainlink 

https://t.co/wgdQQ1ahvy","['Bitcoin', 'DeFi', 'BTC', 'Binance', 'Chainlink']",Twitter for iPhone,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:48,"JOIN HANDY PICK !!

Earn daily #crypto !
Join daily contests to earn more !

Use my code : 6TLSR5… https://t.co/UPJmtJQvo7",['crypto'],Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:42,"JOIN CLOUD EARNING PHT !!

Sign up now and get 200 PHT Bonus

Use my code and claim your bonus: vvtwnb7g… https://t.co/20E1VNzl5S",,Twitter Web App,false
Satoshistan ₿,Cuba,"PRICE/TIME TRIANGULUM 📐 CHARCITECT
This page is my notebook, don't take it so serious or u get rekt!
https://t.co/Tes8aPutdY",2019-01-04 02:00:39,246.0,183,1580,False,2021-02-10 21:54:41,"i'm takin it back, wyckoff is still on the table waiting for the confirmation or cancellation signal

#BTC 

 $eth… https://t.co/5jezR2cqUk",['BTC'],Twitter Web App,false
Crypto Freedom,,The richest person in the world isn’t the one who has everything - it’s the one who needs nothing. #Investing #stocks #blockchain #crypto No Advice Given- DYODD,2017-04-11 15:47:20,1233.0,99,7247,False,2021-02-10 21:54:40,A good buying day for $cctl supporters. Reasonable fluctuation with the EOD being off only slightly from yesterday’… https://t.co/0PFn5azokQ,,Twitter for iPhone,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:36,"JOIN #TIMESTOPE !!

- #Earn free crypto from your phone every day !
- Fast growing new token !

DON'T MISS OUT

My… https://t.co/XEP1JfWvqh","['TIMESTOPE', 'Earn']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:30,"JOIN REFLEX CLOUD MINING !!

- #Earn free crypto from your phone every 3 hours !
- Fast growing new token !

DON'T… https://t.co/R2hkHtVY4x",['Earn'],Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:22,"JOIN #GOODDOLLAR !!

- Collect your daily crypto !
- #Earn 50G$ when you use my link !

DONT MISS OUT !… https://t.co/NSBlQpzOmy","['GOODDOLLAR', 'Earn']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:15,"SIGN UP FOR #FREEMINING !!

- Claim daily #bitcoin !
- Daily freespins !
- Compete in contests !… https://t.co/Tj26Jv9jZc","['FREEMINING', 'bitcoin']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:09,"SIGN UP FOR #AUTOFAUCET !!

- NO WITHDRAWAL MINIMUM !
- Claim daily #Crypto !
- Tasks &amp; mining !… https://t.co/amz82FGgKg","['AUTOFAUCET', 'Crypto']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:54:02,"Download #WALLEM !!

- Earn $10 worth of #Pteria tokens !
- Earn more in a #PokemonGO style game !

Referral Code:… https://t.co/xBFU84ttuv","['WALLEM', 'Pteria', 'PokemonGO']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:50,"JOIN #UPLAND !!

- 5K+ Free $UPX tokens !
- Claim in-game items to #earn more !

https://t.co/LAMdK9GEWL

#crypto… https://t.co/kelkqiy0Jl","['UPLAND', 'earn', 'crypto']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:43,"SIGN UP FOR #InitiativeQ !

#CLAIM YOUR 10K+ TOKENS NOW !

Here is my invite-only link: https://t.co/Y2r1jsRJjI… https://t.co/QnrGXXmBKW","['InitiativeQ', 'CLAIM']",Twitter Web App,false
مافیای رسمی نوب های وارزون,,‏‏‏‏‏‏‏‏‏‏‏تو که همه جا خوب میشینی بیا یه سر این روهم بشین,2019-01-04 21:05:37,209.0,623,535,False,2021-02-10 21:53:38,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/Xste1cVEcM,,Twitter for Android,false
Crypto is the future,,"I will post a lot of buying signals for BTC trading, so I hope that you block me. Drop all everything, Buy Bitcoin for the future I was together with you!",2019-09-28 16:48:12,625.0,129,14,False,2021-02-10 21:53:32,$BTC Going up signal on a 15 minute chart! Price: \4869007.0 (2021/02/11 06:45) #Bitcoin #FX #BTC #crypto,"['Bitcoin', 'FX', 'BTC', 'crypto']",dlvr.it,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:28,"INSTALL #MOBILIO !!

#Earn #rewards by not using your phone while driving !

Claim 50 free points !
Use code: 3i33t… https://t.co/j64NRWQMub","['MOBILIO', 'Earn', 'rewards']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:21,"SIGN UP FOR #COINTIPLY !!

- Claim hourly #bitcoin !
- Play #games to #earn more !
- Try the multiplier to win BIG… https://t.co/KwvK26ctWb","['COINTIPLY', 'bitcoin', 'games', 'earn']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:12,"JOIN #Coinbase FOR FREE !!
 
#Earn $10 worth of #Bitcoin for the first $100 you spend on any #cryptocurrency !!… https://t.co/hGjJHmreEo","['Coinbase', 'Earn', 'Bitcoin', 'cryptocurrency']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:53:05,"JOIN #BINANCE FOR FREE !!

- Receive 20% #Commission !
- Biggest #EXCHANGE in the world !

https://t.co/ng5tszWKeg… https://t.co/0snAh1ahqD","['BINANCE', 'Commission', 'EXCHANGE']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:52:59,"JOIN https://t.co/nai1SwIMHW !!

- Write articles to earn !
- Earn $10+ #BCH daily !
- No minimum withdraw !

Follo… https://t.co/vrm0gZRflV",['BCH'],Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:52:50,"JOIN https://t.co/PrnA9Xxg59 !!

- New social media platform !
- Earn $5+ #BCH daily !
- No minimum withdraw !

Fol… https://t.co/4sSYeufsUV",['BCH'],Twitter Web App,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 21:52:37,"ROSE / BTC

Here are the new bullish targets for #ROSEBTC.

All the best for the followers.🙏

#rose #rosebtc… https://t.co/MvwTEOIKVe","['ROSEBTC', 'rose', 'rosebtc']",Twitter Web App,false
Cryptocurrencies / EUR,,Stay updated on the main cryptocurrencies of the market | @cryptosUSD for USD | Do you miss any coin? ➡️ DMs open,2018-08-03 21:30:08,4052.0,1,9,False,2021-02-10 21:52:21,"🔄 Prices update in $EUR (1 hour):

$BTC   - 37105.3 €  (+0.63 %)
$ETH   - 1425.31 €  (+0.25 %)
$XRP   - 0.41 €    (… https://t.co/sNh1COwZmv",,Cryptocurrencies prices to EUR,false
Crypto Cars Online,"Dallas, TX","Crypto Cars Online is a first company in the U.S. to offer vehicle purchases with Crypto Currency, offering new and pre leased vehicles.  #Bitcoin",2020-10-05 16:10:27,519.0,4532,1875,False,2021-02-10 21:52:20,"Go Lambo, Go Ford, Go Rover. Shop all makes and models with cryptocurrency at https://t.co/wsuweextHa

#crypto… https://t.co/aY8wG8qlxY",['crypto'],Hootsuite Inc.,false
BittrexPrices,,Scans Bittrex’s main currencies hourly | Also @BinancePrices @KrakenPrices | We are not @BittrexExchange | Business ➡ cryptocurrencies.prices@gmail.com,2018-05-25 20:30:07,3131.0,1,18,False,2021-02-10 21:51:05,"🔄 Prices update in $USDT (1 hour):

$BTC - 44883.13 $      (+0.66 %)
$ETH - 1724.58 $       (+0.45 %)
$XRP - 0.5 $… https://t.co/uO2E2g9PMg",,Bittrex Prices,false
Iris Logan,"Texas, USA","Cryptocurrency investor, Trader & Real Estate Consultant 


FOLLOW ME TO LEARN ABOUT #Bitcoin",2018-08-07 09:14:44,1214.0,46,574,False,2021-02-10 21:50:28,"$102m of Bitcoin was just moved from Coinbase to cold storage 🐳🐳🐳

- Institutions are buying #Bitcoin 
😉 

#BTC 
If… https://t.co/7ozf3TtBGY","['Bitcoin', 'BTC']",Twitter for Android,false
jomama,,#ES_F $NQ_F $RTY_F $YM_F Momo Day Trader $BTC $ETH $AAVE $UNI $DOT $UBT $NEXO $TXL $DHT $BAO Proud mama. Recovering attorney. Foodie. https://t.co/9k31ZnfxIO,2017-05-13 18:21:25,6342.0,328,11127,False,2021-02-10 21:50:16,"#DeFi = game changer 

$ETH #ETH #Ethereum
#altcoins #AltSeason 
#Bitcoin  #BTC  $BTC $LINK $AAVE $UNI #Uniswap 🦄… https://t.co/JiA0jNGJQT","['DeFi', 'ETH', 'Ethereum', 'altcoins', 'AltSeason', 'Bitcoin', 'BTC', 'Uniswap']",Twitter for iPhone,false
Thinking Crypto - YouTube Channel & Podcast,NYC,"#Crypto News & Interviews. Crypto & Digital Asset Analysis - #Bitcoin, #XRP, #Ethereum, #ADA, #Chainlink, #VeChain - Not Financial Advice - https://t.co/jNInuuM5F0",2017-12-29 17:44:21,21898.0,1182,35296,False,2021-02-10 21:49:19,Twitter To Put Bitcoin On It's Balance Sheet &amp; MasterCard Launching Crypto Payments - Russia Doubling Down On Bitco… https://t.co/euU8eH1vBp,,Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:48:55,"SIGN UP FOR #PUBLISH0X !!

- #EARN DAILY #ETH !
- Write articles to earn more #CRYPTO !

https://t.co/xFiz2HhxFN… https://t.co/YDP1qeKBrs","['PUBLISH0X', 'EARN', 'ETH', 'CRYPTO']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:47:18,"INSTALL #PRESEARCH BROWSER EXTENSION !!

#earn easy #money while browsing !!

https://t.co/FfvGa1UqdX

#crypto #WIN… https://t.co/uZuJG2ulFZ","['PRESEARCH', 'earn', 'money', 'crypto', 'WIN']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:46:51,"INSTALL #CRYPTOTAB !!

- MAKE #PASSIVEINCOME !
- Claim daily #CRYPTO !
- #BITCOIN miner built-in !… https://t.co/1WEipMw5nA","['CRYPTOTAB', 'PASSIVEINCOME', 'CRYPTO', 'BITCOIN']",Twitter Web App,false
The Money Wolf,,"Trader & Engineer & EngineeringRobo Shark. 
Trade like a wolf.
#Engineeringrobo & #Bitcoin",2019-10-16 21:32:02,467.0,71,864,False,2021-02-10 21:46:46,"You can take some rest my precious!
You deserve it! ⚡️#Bitcoin ⚡️

#BTC #Cryptocurrencies #Crypto https://t.co/xRtRWt0Dhp","['Bitcoin', 'BTC', 'Cryptocurrencies', 'Crypto']",Twitter Web App,false
PrivilegedLX,"SoHo, New York",Full Service Luxury Lifestyle Management Company.  WHERE LUXURY STARTS & LIVING BEGINS,2010-02-24 05:30:22,35.0,141,152,False,2021-02-10 21:46:30,@coinbase still after months hasnt allowed me to purchase #btc with my account yet I still have funds in there and… https://t.co/nweQV4OmEj,['btc'],Twitter for Android,false
notgonnausedit,,,2018-09-21 01:26:58,1.0,19,12,False,2021-02-10 21:46:07,Swissborg Community is an APP to win #crypto. You just need to forecast the price of #Bitcoin in the next 24h to ea… https://t.co/weF1BMNhBK,"['crypto', 'Bitcoin']",Twitter Web App,false
TARTLE,"Santa Fe, New Mexico",TARTLE™ is a global data marketplace. Empowering & Protecting the Digital Identity | Sellers - What's Your Data Worth? | Buyers - Access Data from the Source,2018-07-17 19:12:33,631.0,2894,7588,False,2021-02-10 21:46:03,Government Digital Transformation - listen here! https://t.co/oSRfPBMZeq #bitcoin #cryptocurrency #crypto… https://t.co/hReNLoaGzj,"['bitcoin', 'cryptocurrency', 'crypto']",SmarterQueue,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:45:44,"DOWNLOAD #BeeNetwork !!

- New #Bitcoin 2.0 !
- 3MIL+ members !
- Halving at next milestone --&gt; 10M members !

CLAI… https://t.co/9M829n1rRZ","['BeeNetwork', 'Bitcoin']",Twitter Web App,false
AceLolzz Crypto 26K 🍥,minepi.com/AceLolzz ,"Crypto Enthusiast & Influencer
Main assets: BTC, ETH & BAT

#FreeCrypto | #Bitcoin | #Cryptocurrency | #CryptoGiveaway | Turn my notifications ON 🔔",2012-10-20 08:11:59,26103.0,20718,6296,False,2021-02-10 21:45:35,"DOWNLOAD #PiNetwork !!

- New #Bitcoin 2.0 !
- Over 12 million members worldwide !
- Currently in phase 2/3 !
- DEC… https://t.co/zyu5oYY9Uz","['PiNetwork', 'Bitcoin']",Twitter Web App,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 21:44:45,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44831
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
